contentid,contenttypeid,title,addr1,addr2,sigungucode,mapx,mapy,tel,firstimage,cpyrhtDivCd,lclsSystm1,lclsSystm2,lclsSystm3,overview,homepage,business_hours,closed_days,fee,event_period
3448217,12,디큐브시티 해바라기 공원,서울특별시 구로구 경인로 624 (신도림동),,7,126.8854062045,37.5062901367,,http://tong.visitkorea.or.kr/cms/resource/42/3452942_image2_1.jpg,Type1,NA,NA05,NA050100,"신도림역과 직접 연결되어 있어 접근성이 우수하며, 도심 속에서 자연과 휴식을 즐길 수 있는 공간이다. 약 6,000평 규모로, 해바라기 광장, 야생화 계곡, 장미터널, 770석 규모의 야외극장 등 다양한 시설을 갖추고 있다. 특히 밤에는 화려한 조명과 분수가 어우러져 가족, 친구, 연인들에게 인기 있는 장소이다.",,,연중개방,,
2561208,12,디키디키,서울특별시 중구 을지로 281,동대문디자인플라자 배움터 4층,24,127.0103125191,37.5681962916,,http://tong.visitkorea.or.kr/cms/resource/23/3542723_image2_1.jpg,Type3,EX,EX07,EX070200,"'Design Kids Digital Kids'를 뜻하는 디키디키는 디자인을 통한 어린이의 감성과 창의력을 키우는 공간으로, 유·아동기부터 문화, 예술, 산업 전반의 디자인 마인드를 자연스럽게 체득할 수 있는 디자인 활동이 가능한 대규모 놀이터이다. 이곳에서 아날로그 놀이와 디지털 매체를 융합환 디지로그 콘셉트의 새롭고 건강한 놀이문화를 마음껏 즐길 수 있다. 창의력과 사회성을 키울 수 있는 다양한 활동들이 가득한 이곳은 어린이들에게 즐거운 경험을 선사하는 특별한 장소이다.","<a href=""http://www.dikidiki.co.kr"" target=""_blank"" title=""새창: 어린이 감각놀이터  디키디키 홈페이지로 이동"">http://www.dikidiki.co.kr</a>",10:30~18:30,매주 월요일 / 설·추석 당일,,
1030763,12,뚝섬한강공원,서울특별시 광진구 강변북로 2273 (자양동),,6,127.0739939307,37.5294186076,,http://tong.visitkorea.or.kr/cms/resource/61/3534561_image2_1.jpg,Type1,VE,VE03,VE030100,"뚝섬한강공원은 한강공원으로 새 단장하기 이전부터 강변유원지로 유명했던 곳이다. 공원 내에는 수변광장, 장미정원, 자연학습장, 어린이 놀이터 등이 조성되어 있다. 봄과 가을에는 카페테리아와 계절 꽃전시장으로, 여름에는 시원한 바람을 맞으며 낭만과 젊음을 만끽할 수 있는 윈드서핑, 수상스키, 모터보트 등 수상스포츠가 활발하게 이루어진다. 겨울철에는 눈썰매장과 스케이트장으로 사계절 내내 시민들에게 많은 볼거리와 즐길거리를 제공한다. 이 외에도 X게임장, 인공암벽장, 유람선 선착장, 토요 나눔 장터 운영 등의 시설들이 있어 시민들의 많은 사랑을 받고 있다. 
뚝섬한강공원에는 몸은 가늘고 긴 원통형인 자벌레 형태의 길이 243m 규모의 예술과 휴식이 함께하는 공간이 있다. 이곳은 한강의 역사와 문화적 가치를 일상에서 누리고 체험할 수 있는 오직 한강만을 주제로 한 유일한 전시관이다. 뚝섬유원지역에서 연결되어 있어 누구나 이곳을 통해 편리하게 공원으로 진입할 수 있으며, 자벌레통로에는 미디어아트 작가들의 작품전시 감상을 할 수 있도록 꾸며놓았다.","<a href=""https://hangang.seoul.go.kr/www/contents/654.do?mid=449"" target=""_blank"" title=""새창 : 한강공원 홈페이지로 이동"">http://hangang.seoul.go.kr</a>",상시 개방,연중무휴,,
2756578,12,뚝섬한강공원 벽천마당,서울특별시 광진구 자양동,,6,127.0713164044,37.5291519240,,http://tong.visitkorea.or.kr/cms/resource/65/3539865_image2_1.jpg,Type1,VE,VE03,VE030100,"뚝섬한강공원에는 바닥에서 솟아오르는 시원한 물줄기를 감상할 수 있는 분수와 암벽 등반을 즐길 수 있는 벽천마당이 있다. 여의도한강공원 수상분수, 난지한강공원 거울분수와 함께 서울 3대 한강 분수공원 명소 중의 한 곳으로, 특히 밤에 보는 야간조명 분수는 화려한 한강대교들과 강남 빌딩 숲들의 조명이 어우러져 장관을 이룬다. 공원에 앉아 윈드서핑, 수상 스키, 모터보트 등의 수상스포츠를 즐기는 모습을 감상하며 도심 속 지친 일상을 날려볼 수 있다.","<a href=""https://hangang.seoul.go.kr/www/contents/654.do?mid=449"" target=""_blank"" title=""새창 : 미래한강본부 한강공원 홈페이지로 이동"">https://hangang.seoul.go.kr</a>",상시 개방,연중무휴,,
2500214,12,로렌스길,서울특별시 마포구 상수동,,13,126.9214545083,37.5484886553,,http://tong.visitkorea.or.kr/cms/resource/37/3464837_image2_1.jpg,Type3,VE,VE04,VE040100,"서울시 마포구 상수역 1번 출구로 나와 쭉 내려오면 만날 수 있는 로렌스 길은 한국에서 가장 오래된 시계 회사인 로렌스 뒤쪽으로, 개성 있는 식당과 카페들이 위치한 골목이다. 시계 회사 로렌스 옆 쪽 벽에 아기자기한 로렌스 길 지도가 벽화처럼 그려져 있어, 로렌스 길을 찾는 관광객들이 원하는 곳을 쉽게 찾아갈 수 있다.",,※ 점포별 상이,※ 점포별 상이,,
2476731,12,롯데월드 아쿠아리움,서울특별시 송파구 올림픽로 300 (신천동),지하 1층,18,127.1040749597,37.5141653654,,http://tong.visitkorea.or.kr/cms/resource/45/2384845_image2_1.jpg,Type3,VE,VE02,VE020400,"전 세계 5대양을 그대로 옮겨놓은 13개의 다양한 테마존에서 해양생물과의 특별한 만남을 가질 수 있다. 강에서 연안으로, 연안에서 바다로 생태계의 흐름을 따라 걸으며 자연의 경이로움을 경험할 수 있다. 25m 넓이의 국내 최대 서식의 수조로, 집이 되어 살아갈 해양생물을 위해 바다를 담은 수조를 설계했다. 또한 다양한 해양생물들이 더불어 사는 자연과 동일한 서식환경을 만들었으며, 국내 최고 수준의 생명유지장치를 통해 청정지역 바닷물을 그대로 구현하고 있다. 아쿠아리움에서는 국내 최다 14종의 체험 교육프로그램을 통해 해양생물과 더불어 사는 즐거움을 전하고 있다.","<a href=""https://www.lotteworld.com/aquarium/index.asp"" target=""_blank"" title=""새창 : 롯데월드 아쿠아리움 공식 홈페이지로 이동"">https://www.lotteworld.com/aquarium</a>",10:00~20:00 (입장마감 19:00),,,
2003909,12,롯데월드타워&롯데월드몰,서울특별시 송파구 올림픽로 300 (신천동),,18,127.1040749597,37.5141653654,,http://tong.visitkorea.or.kr/cms/resource/94/2938994_image2_1.bmp,Type3,VE,VE01,VE010100,"한국적 곡선의 미를 지닌 한국 전통의 도자기와 붓의 형상을 모티브로 설계된 롯데월드타워는 총 129층, 555m 높이로 세계 6위의 초고층 빌딩이다. 대지면적은 축구장의 12.2배, 전체 총면적은 축구장의 110배에 달하는 거대한 수직도시이다. 2016년 12월 마침내 준공되었으며, 특급 호텔 시그니엘 서울과, 화려한 서울의 야경을 볼 수 있는 전망대인 서울스카이, 최고급 레지던스와 오피스 공간, 복합기능공간 등으로 구성되어 있다.
롯데월드몰은 국내 최대의 명품 백화점인 에비뉴엘과 국내 시내 면세점 중 최대 면적을 자랑하는 롯데면세점, 롯데 하이마트, 쇼핑몰, 롯데마트 등이 위치해 있는 쇼핑 관광의 명소로, 다양한 국내외 브랜드를 만날 수 있는 공간이다. 쇼핑 공간 외에도 문화·예술공간으로 아시아 최대규모의 멀티플렉스인 롯데시네마 월드타워관, 롯데월드 아쿠아리움, 국내 최초 빈야드 스타일의 롯데 콘서트홀이 있어 쇼핑과 엔터테인먼트를 함께 즐길 수 있는 복합 쇼핑몰이다.","<a href=""http://www.lwt.co.kr"" target=""_blank"" title=""새창 : 롯데월드타워&몰 홈페이지로 이동"">http://www.lwt.co.kr</a>","매장 별로 상이함<br>
※ 홈페이지 참조",매장 별로 상이함<br>※ 홈페이지 참조,,
2591813,12,류순정·류홍 부자 묘역,서울특별시 구로구 오류동,"산43-31, 산43-32",7,126.8293840248,37.4887161799,,http://tong.visitkorea.or.kr/cms/resource/81/3392981_image2_1.JPG,Type3,HS,HS01,HS010800,"조선 전기의 문신 류순정(1459~1512)과 무신인 그의 아들 류홍(1483~1551)의 묘역이다. 류순정과 류홍 부자는 공을 세운 공신으로, 이 묘역은 16세기에 조성되었다. 오늘날 서울 지역에서 유일한 부자(父子) 2대 공신묘역으로, 돌로 만들어 묘 앞에 세워 둔 석물들의 양식과 묘역의 조성 형태로 조선시대 공신의 묘를 세우던 관습이나 제도 등 묘제의 특징을 파악할 수 있는 가치를 지닌다. 
류순정의 묘 형태는 부인과 상하 합장으로, 위는 류순정의 묘이고 아래는 부인 안동 권씨의 묘이다. 부부의 묘역 왼쪽에는 류순정의 생애와 업적을 기리기 위해 1567년(명종 22)에 세운 신도비가 있다. 비문은 한성부 판윤이었던 강혼이 지었고, 글씨는 이름난 서예가였던 송인이 썼다.
류순정의 묘에서 서남쪽으로 약 150m 떨어진 언덕에 아들 류홍을 비롯한 후손의 묘역이 있다.","<a href=""https://www.guro.go.kr/www/contents.do?key=3003&"" target=""_blank"" title=""새창 : 구로구청 홈페이지로 이동"">www.guro.go.kr</a>",상시 개방,연중무휴,,
2946527,12,리얼 이스케이프 챌린지,서울특별시 마포구 와우산로27길 21 (서교동),,13,126.9271149424,37.5542047587,,http://tong.visitkorea.or.kr/cms/resource/75/2945575_image2_1.jpg,Type1,EX,EX07,EX070200,"‘리얼 이스케이프 챌린지’는 스릴 넘치는 게임, 신선한 테마, 놀라운 스토리가 가득하며 테마에 따라 제한 시간 안에 방에서 탈출해야 하는 방탈출카페이다. 이곳은 러블리즈 멤버 ‘미주’ 등 연예인들도 즐겨 찾는 곳이다. 주기적으로 테마가 교체되며 방마다 영어로 표기되어 있는 외국인을 위한 안내서비스가 제공되고 있다. 그리고 100% 예약제로 운영되기 때문에 네이버 예약 또는 홈페이지로 예약 후 방문을 해야 한다. 게임 시작 전 휴대폰과 스마트워치 등의 전자기기는 사물함에 보관해야 하며 사전 동의서 작성 후 게임을 시작하게 된다. 게임이 진행되는 60분간 타당한 이유가 없는 한 퇴장이 불가하다. 빨리 탈출하게 된다면 방탈출 랭킹에도 올라갈 수 있다.","<a href=""https://www.rec-escape.com/""target=""_blank"" title=""새창 : 업체홈페이지 이동"">https://www.rec-escape.com/</a><br><a href=""https://www.instagram.com/rec_escape""target=""_blank"" title=""새창 : 업체인스타그램 이동"">https://www.instagram.com/rec_escape</a>",11:00~ 23:00 ※예약 등 자세한 사항은 홈페이지 참조 요망,,,
3458417,12,마곡광장,서울특별시 강서구 마곡중앙5로 지하9 (마곡동),,4,126.8269404101,37.5660654800,,http://tong.visitkorea.or.kr/cms/resource/81/3458381_image2_1.JPG,Type1,VE,VE03,VE030400,"마곡광장은 서울특별시 강서구 마곡동에 위치한 복합 문화 공간이다. 이곳은 지하철 9호선과 공항철도 마곡나루역 사이에 위치하며, 면적은 약 12,979㎡이다. 
광장은 지상 1층부터 지하 2층까지 구성되어 있으며, 지상부는 공원으로 조성되어 시민들의 휴식 공간을 제공한다. 지하 1층에는 선큰광장과 상가, 그리고 지하철 9호선 마곡나루역이 위치해 있어 편리한 교통 접근성을 갖추고 있다. 
마곡광장은 마곡지구의 중심부에 위치하여 업무지구를 관통하는 보행축과 페스티벌이 이루어지는 가로축이 교차하는 지점에 자리하고 있다. 이로 인해 교통의 중심지이자 문화 활동의 거점으로 기능하고 있다. 
또한, 광장 주변에는 스마트 이끼 타워, 스마트 모빌리티, 미세먼지 저감 수직 정원 등 스마트 시티 서비스가 구현된 첨단 시설들이 설치되어 있어 방문객들에게 미래 지향적인 도시 환경을 체험할 수 있는 기회를 제공한다. 
마곡광장은 도심 속에서 자연과 첨단 기술이 어우러진 공간으로, 시민들에게 다양한 문화와 휴식의 기회를 제공하는 서울의 새로운 랜드마크로 자리매김하고 있다.",,,,,
126487,12,마로니에공원,서울특별시 종로구 대학로 104,,23,127.0027239807,37.5802419773,,http://tong.visitkorea.or.kr/cms/resource/35/3506735_image2_1.jpg,Type1,VE,VE03,VE030100,"마로니에공원은 서울 시민들을 위한 문화예술의 터전으로 옛 서울대학교 문리대, 법대 자리에 있다. 이곳에는 마로니에나무가 자라고 있는데 1929년 4월 5일 서울대학교의 전신인 경성제국대학 시절에 심은 것으로, 이 나무 이름을 따서 마로니에공원이라는 이름이 붙었다.
어린이놀이터가 있고 야외무대와 분수공원, 조각품 등이 전시되어 있다. 야외무대는 가수들의 공연장과 각종 문화행사장으로 활용되고 있다. 이 공원 주위로 문예회관 대극장과 바탕골소극장, 동숭아트센터 등의 소극장이 자리하고 있다. 유명한 맛집과 다양한 컨셉의 카페들이 주위에 많다. 이 공원에서는 연중무휴 무료로 개방되는 공연과 행사들에 많아서 언제 방문하더라도 참여하고 즐길 거리가 가득하다.","<a href=""http://parks.seoul.go.kr/parks/detailView.do?pIdx=72&tabTarget=1"" target=""_blank"" title=""서울의 공원 사이트로 이동"">http://parks.seoul.go.kr</a>",상시 개방,연중무휴,,
2752525,12,마루공원,서울특별시 강남구 일원동,,1,127.0808164645,37.4965531025,,http://tong.visitkorea.or.kr/cms/resource/61/3467561_image2_1.jpg,Type3,VE,VE02,VE020100,"강남구 일원동에 있는 마루공원은 주차가 가능한 공원으로 반려견과 함께 산책하기 좋은 곳이다. 날씨가 좋을 때는 다수의 방문객이 공원에 설치된 그늘막 아래쪽에서 텐트와 의자를 펼치고 쉬는 모습을 볼 수 있다. 공원 내에는 2개의 놀이터 구역이 있는데 한 곳은 미끄럼틀과 그네가 있는 일반 놀이터이고, 또 다른 구역은 여러 종류의 도로 교통 표지판들이 나열되어 있어 교통안전 교육과 더불어 기차, 자동차 등을 타고 놀 수 있는 공간으로 구성되어 있으며, 놀이터 바닥이 푹신푹신하게 되어 있어 어린이들이 넘어져도 다치지 않고 안전하게 뛰어놀 수 있다.",,상시 개방,연중무휴,,
2757653,12,마천공원,서울특별시 송파구 성내천로23길 12 (마천동),,18,127.1457909755,37.5012815023,,http://tong.visitkorea.or.kr/cms/resource/52/3401452_image2_1.JPG,Type3,VE,VE03,VE030100,"마천공원은 서울 송파구 마천동에 있는 근린공원으로 주택가에 자리 잡고 있다. 공원의 규모는 작은 편이지만 관리사무실, 화장실, 어린이놀이터, 산책로 등 내부에 시설들이 잘 갖추어져 있다. 운동장과 놀이터를 중심으로 공원 내 아스팔트 길로 걷기 운동을 하기 좋고, 옆쪽으로 올라가면 나무들이 많이 있는 풍경을 보며 산책할 수 있다. 온동장은 인조잔디로 꽤 넓은 편이다. 옆쪽으로는 경로당이 있고 앞쪽에 운동기구들이 있다. 마천공원은 지역 어린이와 어른 모두에게 휴식과 건강 증진에 도움을 주는 공간이다.",,상시 개방,연중무휴,,
2373247,12,마포전차종점 3·1운동 만세 시위지,서울특별시 마포구 마포대로 20 (마포동),,13,126.9450026445,37.5384763513,,http://tong.visitkorea.or.kr/cms/resource/62/3401362_image2_1.JPG,Type3,HS,HS01,HS011200,"마포 전차 종점은 현재는 서울 지하철 5호선 마포역에서 마포대교 진입 구간을 이른다. 일제강점기부터 1960년대 말까지 서울 중심부를 오가던 전차의 종점이 있던 곳이다. 이 장소는 역사적으로 중요한 지점으로 1919년 3월 1일 오후 8시경 약 1,000명의 군중이 모여 독립 만세 시위를 벌인 3·1 운동 만세 시위지이다.
1919년 3월 1일, 태화관에서 독립선언식을 거행하고 오후 2시 탑골공원 팔각정에서 독립선언서가 낭독되며 수천 명의 학생들이 대한독립만세를 외치며 시위행진을 벌였다. 종로에서 광교, 시청 앞, 남대문 등지를 거쳐 해가 질 무렵 오후 8시에 이곳 마포 전차 종점에 집결하여 다시 한번 크게 독립만세를 외쳤고, 연희전문학교 부근에서는 오후 11경까지 해산하지 않고 시위행진은 계속되었다. 단 한 건의 폭동도 발생하지 않고 평화적이고 비폭력적인 방법으로 우리 민족의 독립 의지를 표명했던 곳이다.
현재는 현재 마포전차종점은 3·1운동의 역사적 의미를 기리기 위해 기념비와 유적지가 남아 있으며, 많은 사람들이 이곳을 방문해 역사적 기억을 되새긴다.","<a href=""http://mfis.mpva.go.kr/memorial/movementView.do?sid=655&memorialType=true&gubunCode=ALL&pageIndex=1&searchCondition=%EC%A0%9C%EB%AA%A9&searchKeyword=%EB%A7%88%ED%8F%AC%EC%A0%84%EC%B0%A8%EC%A2%85%EC%A0%90"" target=""_blank"" title=""새창 : 국가보훈부 현충시설정보서비스로이동"">http://mfis.mpva.go.kr</a>",상시 개방,연중무휴,,
127307,12,망원정 터,서울특별시 마포구 동교로8안길 23 (합정동),,13,126.9047532101,37.5499992917,,http://tong.visitkorea.or.kr/cms/resource/43/720543_image2_1.jpg,Type3,HS,HS01,HS011200,"합정동에 자리 잡고있는 정자로서 서울시 기념물로 1989년 10월 복원되어 관리하고 있다. 세종 6년(1424년)에 효령대군이 별서를 지었는데 이듬해 세종이 서교에 농정을 살피러 왔다가 정자에 들렀을 때 단비가 내리어 '희우정'으로 이름 지었다고 하며, 성종 15년(1484년)에 월산대군이 정자를 크게 고치고, 망원정으로 이름했다. 연산군 12년 7월 1천여 명이 앉을 수 있게 확장하고 수려정으로 고쳤으나, 그해 9월 중종반정으로, 다시 망원정으로 변경하였다. 1925년 을축대홍수과 한강개발로 자취를 감추었던 것을 한강변 문화 유적 복원 계획의 일환으로 1988년 6월에 기공하여 1989년 10월 준공하였다. 근처의 망원동은 바로 이 정자에서 딴 동네 이름이다.<br>","<a href=""https://www.mapo.go.kr/site/culture/tour/culture_onstop_tour_view?motSeq=1969"" target=""_blank"" title=""새창 : 마포구 문화관광 홈페이지로 이동"">https://www.mapo.go.kr</a>",상시 개방,연중무휴,,
1059638,12,망원한강공원,서울특별시 마포구 마포나루길 467,,13,126.8999035848,37.5523989260,,,,VE,VE03,VE030100,"서울 시민의 휴식공간인 한강시민공원 중 망원한강공원은 원효대교와 성산대교 사이 강변북단에 위치해 있으며, 마포구와 인접해 있다. 둔치에는 잔디밭과 산책로 등 휴식공간 잘 조성되어 있고, 각종 운동시설과 자전거도로 등도 마련되어 있다. 친구와 연인과 함께 방문해 휴식시간을 가질 수 있다. 또한 수상에서는 윈드서핑, 수상스키, 모터보트 등 수상레저활동이 이루어지고 있고, 주변에 망원정, 절두산 성지 등 문화유적지가 있으며, 월드컵경기장, 인천국제공항 등과 연계되어 있다.","<a href=""https://hangang.seoul.go.kr/archives/46737"" target=""_blank"" title=""새창 : 한강공원 홈페이지로 이동"">https://hangang.seoul.go.kr/</a>",상시 개방,연중무휴,,
1131275,12,매헌시민의 숲,서울특별시 서초구 매헌로 99 (양재동),,15,127.0368379074,37.4691610476,,http://tong.visitkorea.or.kr/cms/resource/02/3571602_image2_1.jpg,Type1,NA,NA01,NA010200,"매헌시민의 숲은 우리나라 최초로 숲 개념을 도입한 공원으로 도심에서 보기 힘든 울창한 숲을 이루고 있는 공원이다. 86아시안 게임과 88올림픽을 앞두고 당시 서울의 관문이었던 양재 톨게이트 주변 환경을 개선하고자 1986년에 공원으로 조성되었다. 공원에는 소나무, 느티나무, 당단풍, 칠엽수, 잣나무 등 70종 25만 주의 수목이 식재되어 있다. 매헌로를 기준으로 북측 구역에는 매헌윤봉길의사기념관, 바닥분수, 어린이놀이터 등이 있어 아이들과 나들이를 하러 가족들이 많이 찾는다. 남측 구역에는 유격 백마부대 충혼탑과 1987년 미얀마 안다만해협 상공에서 북한의 테러로 폭파된 대한항공 858편의 위령탑, 1995년 삼풍백화점 붕괴로 사망한 희생자와 유족들을 위로하기 위해 세운 위령탑, 우면산 산사태 희생자 추모비 등이 있다. 특히, 매헌시민의 숲 제3구역은 서초구에서 문화예술공원으로 조성하였는데, 놀이마당, 야외공연장, 각종 기획전시장, 조각공원, 만남의 광장 등으로 구성되어 있다. 이곳에서 공연과 전시회등이 열리고 있어 문화자치구를 자랑하는 서초구의 새로운 명소로 각광받고 있다. 이렇게 공간마다 색다른 분위기를 연출하고 있어 시민들에게 많은 사랑을 받고 있는 공간이다.","<a href=""https://parks.seoul.go.kr/template/sub/citizen.do"" target=""_blank"" title=""새창 : 서울의 공원 홈페이지로 이동"">https://parks.seoul.go.kr</a>",상시 개방,연중무휴,,
2373320,12,맥아더 사령관 한강방어선 시찰지,서울특별시 영등포구 신길로 275 (영등포동),,20,126.9122840318,37.5162061316,,http://tong.visitkorea.or.kr/cms/resource/48/3384448_image2_1.JPG,Type3,HS,HS01,HS011200,"북한군의 남침 직후 맥아더 사령관이 미군의 참전 결정에 앞서 한강방어선 전황을 확인하기 위해 시찰한 장소이다. 1950년 6월 29일 수원비행장에 도착한 미 극동군 사령관 맥아더는 전쟁 상황에 대한 보고를 받았다. 이어 전선을 직접 확인하기로 하고, 시흥을 거쳐 한강 전선을 마주한 영등포 동양맥주공장(현 영등포공원) 옆 언덕으로 이동하여 전황을 관찰하였다. 이때 언덕의 진지를 방어하던 한 병사가 “상관이 철수 명령을 내릴 때까지 지키겠다”라고 말하여 맥아더를 크게 감동시켰다고 한다. 이날 맥아더의 전선 시찰을 미군의 6·25전쟁 참전에 중요한 계기가 되었다.","<a href=""http://mfis.mpva.go.kr/memorial/movementView.do?gubunCode=ALL&sid=581&pageIndex=1&searFacilgubun=&searTopicsort=&searAddr_sigun=&searMpvabranch=&searVR=&searInfo=&searGbn=tit&searTxt=%EB%A7%A5%EC%95%84%EB%8D%94"" target=""_blank"" title=""새창 : 현충시설정보서비스 홈페이지로 이동"">http://mfis.mpva.go.kr/main/main.do</a>",상시 개방,연중무휴,,
264311,12,명동,서울특별시 중구 명동2가,,24,126.9849150050,37.5621520930,,http://tong.visitkorea.or.kr/cms/resource/96/3548996_image2_1.jpg,Type1,EX,EX07,EX070200,"명동은 거대 쇼핑도시를 연상케 하는 공간이다. 일반적으로 명동 거리는 지하철 4호선 명동역에서 을지로, 롯데백화점으로 이어지는 약 1㎞정도의 거리를 말한다. 이곳에는 각종 브랜드매장, 백화점, 보세가게 등이 밀집되어 있다. 유행의 메카라는 표현이 어울릴 정도로 의류, 신발, 액세서리 등의 다양한 제품을 구입할 수 있다. 백화점으로는 가까이에 롯데백화점, 신세계백화점이 있으며, 명동거리에는 눈스퀘어, 명동밀레오레, 엠플라자와 같은 쇼핑몰이 있다. 각종 브랜드샵은 중앙거리를 비롯해 사이드 골목에 밀집되어 있다. 명동에는 쇼핑과 함께 먹을거리, 즐길거리가 많다. 먹을거리로는 패밀리레스토랑, 패스트푸드점은 물론 한식, 양식, 일식으로 다양하다. 그 외에도 명동에는 헤어숍, 은행, 극장 등 많은 편의시설이 있다. 명동의 주요 관광지로는 한국 천주교 서울대교구 본당 건물인 명동성당, 명동 옛 국립극장을 복원하여 개관한 명동예술극장, 만화의 거리 등이 있다.","<a href=""http://www.junggu.seoul.kr/tour/content.do?cmsid=14818&sf_category1=CWS1325&mode=view&page=&cid=98087638"" target=""_blank"" title=""새창 : 중구문화관광으로 이동"">http://www.junggu.seoul.kr/tour/</a>",상시 개방,연중무휴,,
1957600,12,명동 남대문 북창동 다동무교동 관광특구,서울특별시 중구 세종대로 40,(남대문로4가),24,126.9753048316,37.5599771733,,http://tong.visitkorea.or.kr/cms/resource/42/3077642_image2_1.JPG,Type3,VE,VE05,VE050100,"명동, 남대문, 북창동, 다동무교동 관광특구는 서울 중심부에 있는 명동과 남대문, 북창동, 다동 무교동 일대의 외국인이 많이 찾는 쇼핑과 먹거리 명소를 말한다. 대한민국의 대표적인 상업 및 금융 중심지이며 쇼핑과 문화, 예술과 패션의 1번지로 롯데백화점, 신세계백화점, 명동 밀리오레, 삼익패션타운 등의 쇼핑몰이 자리하고 있다. 이곳에서 고급 명품에서부터 보세 옷에 이르기까지 다양한 쇼핑을 즐길 수 있다. 한국에 온 관광객이라면 누구나 들르는 랜드마크로 외국인 방문율이 가장 높은 지역이기도 하다. 한국 천주교회의 메카인 명동성당에서부터 남대문로에 이르는 명동 길을 중심으로 크고 작은 골목마다 상점들이 늘어서 있다. 최신 유행의 의류와 액세서리를 파는 상점뿐 아니라 수많은 노점까지 더해져 사는 재미, 구경하는 재미를 느낄 수 있다. 전통을 자랑하는 음식점과 휴식 공간인 카페도 구석구석 자리를 잡았다. 남대문시장은 대한민국 최대의 전통 시장이다. 노상과 건물을 아우르는 대단지 쇼핑타운이 밀집해 저렴한 가격에 각종 기념품과 토산품을 구매할 수 있다. 의류부터 패션 소품, 생활용품, 먹을거리 등 없는 것이 없는 곳으로 구석구석 뒤지면 신기한 것들이 쏟아져 나온다. 북창동과 소공동 일대는 롯데호텔, 웨스틴조선호텔 등 고급 숙박 시설과 면세 상점 등이 몰려 있으며 한국 전통 음식점들이 많아 ‘한국의 맛’을 찾는 외국인 관광객의 발길이 끊이지 않는다. 무교동과 다동 일대 역시 한국의 직장인들도 즐겨 찾는 한국의 다양한 먹거리로 유명한 지역이다.","중구문화관광 <a href=""https://www.junggu.seoul.kr/tour/content.do?cmsid=14910"" target=""_blank"" title=""새창 : 중구문화관광 홈페이지로 이동"">https://www.junggu.seoul.kr/tour</a>",점포 별로 상이함,점포 별로 상이함,,
2761662,12,명락사,서울특별시 관악구 청룡1길 11,,5,126.9470207355,37.4814635656,,http://tong.visitkorea.or.kr/cms/resource/83/2790183_image2_1.jpg,Type3,HS,HS03,HS030100,"서울 관악구 청룡동에 있는 명락사는 관악산 줄기의 끝자락 도심 상업지역에 있다. 40여 년 넘게 서울 서남권의 포교 활동과 다문화가정을 위한 포교에 관심을 기울이고 있는 사찰이다. 청년회가 활성화되어 있으며, 토요일 저녁 8시 30분부터 정기 법회를 갖는다. 2호선 봉천역과 서울대입구역 중간지점에 있다.",,상시 개방,연중무휴,,
250350,12,목멱산 봉수대 터,서울특별시 중구 예장동,8-1,24,126.9875150542,37.5520533130,,http://tong.visitkorea.or.kr/cms/resource/15/3477015_image2_1.JPG,Type3,HS,HS01,HS010200,"봉수대는 횃불과 연기를 이용하여 급한 소식을 전하던 옛날의 통신수단을 말한다. 높은 산에 올라가서 불을 피워 낮에는 연기로 밤에는 불빛으로 신호를 보냈다. 남산 봉수대는 조선 태조 3년(1394)에 도읍을 한양으로 옮긴 뒤 설치하여, 갑오경장 다음 해까지 약 500년간 사용되어 왔다. 남산의 옛 이름을 따서 ‘목멱산 봉수대’라 하기도 하고, 서울에 있다 하여 ‘경봉수대’라 부르기도 하였다. 평상시에는 1개, 적이 나타나면 2개, 적이 경계에 접근하면 3개, 경계를 침범하면 4개, 경계에서 아군과 전투를 벌이면 5개의 불을 올리도록 하였다. 남산 봉수대는 전국의 봉수가 도달하게 되는 중앙 봉수대로서 중요한 역할을 담당하던 곳이다. 동쪽에서부터 서쪽으로 향하여 5개소가 있었다 하는데, 현재 봉수대는 없어지고 터만 남아있다. 전해지는 기록이 없어 정확하 자리를 확인할 수는 없는데, 「청구도」등의 관련자료를 종합하여 1개소를 복원하였다.","<a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&sngl=Y&ccbaCpno=2331100140000"" target=""_blank"" title=""새창 : 국가유산청으로 이동"">https://www.khs.go.kr/</a>",상시 개방,연중무휴,,
