contentid,contenttypeid,title,addr1,addr2,sigungucode,mapx,mapy,tel,firstimage,cpyrhtDivCd,lclsSystm1,lclsSystm2,lclsSystm3,overview,homepage,business_hours,closed_days,fee,event_period
3081140,12,관악산자연공원,서울특별시 관악구 신림동,산27-1,5,126.9455546273,37.4663402951,,http://tong.visitkorea.or.kr/cms/resource/38/3081138_image2_1.JPG,Type3,NA,NA04,NA040500,"관악산자연공원은 서울특별시 관악구에 위치한 관악산에 조성된 공원이다. 1968년 도시자연공원으로 지정되었으며 수많은 서울 시민들이 즐겨 찾는 서울의 명소이다. 관악산자연공원은 정자, 분수 등이 설치되어 있는 휴식공간인 호수공원, 어린이도서뿐만 아니라 환경도서도 보유하고 있는 숲속 도서관, 우리 고유의 전통문화를 재현해 선보이는 전통 야외 소극장, 무장애숲길, 전망대 등으로 구성되어 있다. 식재된 주요 식물로는 소사나무, 산구절초, 산개나리, 할미밀빵 등이 있으며 천연기념물로는 회나무, 노거수 굴참나무 등이 있다.","<a href=""https://parks.seoul.go.kr/parks/detailView.do?pIdx=36"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://parks.seoul.go.kr</a>",상시 개방,연중무휴,,
2779550,12,관음사국기봉,서울특별시 관악구 신림동,산 56-2,5,126.9383143508,37.4403515161,,http://tong.visitkorea.or.kr/cms/resource/56/2796456_image2_1.jpg,Type3,NA,NA01,NA010100,"서울 한강 남쪽에 우뚝 솟은 관악산은 관악구 신림동과 경기도 안양시, 과천시의 경계를 이룬다. 산꼭대기는 바위로 이루어져 있는데, 그 모습이 마치 갓을 쓰고 있는 것처럼 보여 관악산이란 이름이 붙었다. 대중교통으로도 쉽게 찾아갈 수 있을 만큼 접근성도 좋고 웅장한 바위 능선을 자랑해 등산객들에게 늘 인기 코스로 꼽힌다. 그중에서도 통일신라 때 창건한 사찰인 관음사를 끼고 국기봉으로 오르는 길은 짧고 굵게 관악산의 매력을 즐길 수 있는 코스로 통한다. 바위가 많고 일부 급경사를 이루는 구간도 있지만, 정상에 오르면 그동안의 수고로움을 잊을 만큼 탁월한 전망이 펼쳐진다. 우수경관 전망대란 이름으로 느긋하게 쉬어갈 수 있는 공간도 마련돼 있다. 관음사 국기봉은 성인 기준으로 2시간이면 넉넉하게 오르내릴 수 있다.","<a href=""https://parks.seoul.go.kr/parks/detailView.do?pIdx=36"" target=""_blank"" title=""새창 : 서울의 공원 홈페이지로 이동"">https://parks.seoul.go.kr/parks/</a>",상시 개방,연중무휴,,
1605990,12,관훈동 민씨 가옥 (구 부마도위박영효가옥),서울특별시 중구 퇴계로34길 28,,24,126.9935754302,37.5585082277,,http://tong.visitkorea.or.kr/cms/resource/88/3077788_image2_1.JPG,Type3,HS,HS01,HS010400,"관훈동 30-1에 위치한 민씨 가옥은 조선 말기의 정치인이자 친일인명사전에 등록된 민영휘 일가가 거주한 곳이다. 민영휘는 일제강점기 판서, 한일은행 은행장 등을 역임한 관료로 막대한 부를 누렸으며 1895년 안국동으로부터 교동으로 이주하면서 관훈동 일대의 토지를 매입해 일가를 거주하게 했다. 1936년 기준으로 총 6동의 목조와즙과 2층 양옥이 있었던 것으로 보이나 1976년 가옥 중 일부가 멸실되고 안채 일부와 문간채 등 목조와즙 2동만 남아있다. 1977년 서울시 민속자료로 지정되었다. 민영휘와 그 본처 대방마마 평산신씨와 입양한 장남 민형식 등은 경운동에, 첩인 해주마마 안유풍과 그 아들 민대식은 관훈동에 살았으며 그 자식들까지 경운동과 관훈동 일대에 한데 모여 살았다. 관훈동 30번지는 1970년대까지 민영휘의 자손들이 소유하고 있었다가 경매와 매매를 거친 끝에 1986년 경인미술관이 소유권을 갖게 되었다. 경인미술관 소유 당시인 1995~1998년 남산골 한옥마을로 안채 일부와 문간채가 이전 복원되어 오늘에 이르고 있다.","남산골한옥마을 <a href=""https://www.hanokmaeul.or.kr/"" target=""_blank"" title=""새창 : 남산골한옥마을 홈페이지로 이동"">https://www.hanokmaeul.or.kr/</a><br>국가유산청 <a href=""https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=2441100180000&pageNo=1_1_1_1&sngl=Y"" target=""_blank"" title=""새창 : 국가유산청 홈페이지로 이동"">https://www.heritage.go.kr</a>","- 하절기(4월~10월) 09:00~21:00<br>
- 동절기(11월~3월) 09:00~20:00","매주 월요일 (단, 월요일이 공휴일인 경우 정상 운영)",,
130938,12,광나루안전체험관,서울특별시 광진구 능동로 238,,6,127.0771624650,37.5513105664,,http://tong.visitkorea.or.kr/cms/resource/02/3540002_image2_1.jpg,Type1,VE,VE12,VE120300,"서울어린이대공원 정문 옆에 위치한 광나루안전체험관은 화재나 지진, 태풍 등 각종 재난 상황을 가상으로 설정하여 일반 시민들이 직접 체험하면서 안전교육을 받을 수 있는 국내 최초의 재난 체험관이다. 각종 재난·재해로부터 불특정 다수인들에 대하여 재난에 대처할 수 있는 능력을 기르고 안전 의식을 함양할 수 있는 가상 재난 체험 시설의 필요성이 제기되면서 광나루안전체험관이 설립되게 되었다. 
광나루안전체험관은 각종 체험시설을 통하여 운영요원(소방공무원 등)에 의한 설명과 함께 직접 체험할 수 있다. 체험하기 위해서는 온라인 사전 예약은 필수이며, 긴바지와 양말을 착용해야 한다. 반바지, 치마, 맨발의 경우 체험이 불가하다.","<a href=""https://fire.seoul.go.kr/gwangnaru/main/main.do"" target=""_blank"" title=""새창 : 광나루안전체험관 홈페이지로 이동"">https://fire.seoul.go.kr</a>","09:00~17:00<br>
※ 인터넷 사전 예약 필수",,,
3065938,12,광나루자전거공원,서울특별시 강동구 선사로 83-19 (천호동),,2,127.1179978077,37.5453008895,,http://tong.visitkorea.or.kr/cms/resource/16/3065916_image2_1.jpg,Type3,VE,VE03,VE030400,광나루자전거공원은 강동구에 위치한 광나루한강공원과 이어진 자전거 산책로이다. 한강을 바라보며 자전거를 탈 수 있으며 보다 주변 공원과 함께 산책을 즐길 수 있다. 한강 야경과 노을을 보면서 달릴 수 있다는 것이 가장 큰 장점이다. 자전거를 대여할 수도 있지만 인근에 타이어 공기 주입기가 있어 개인 자전거를 가져와 타기에도 편하다. 어린이 자전거 교육장과 자전거 트랙도 있어 가족과 연인끼리 여유롭게 탈 수도 있다. 광나루자전거공원의 입구는 수도권 지하철 암사역 3번 출구에서 약 900m 정도 떨어진 거리에 있다.,,상시 개방,연중무휴,,
2500218,12,광흥당,서울특별시 마포구 독막로21길 15,,13,126.9286760682,37.5486359893,,http://tong.visitkorea.or.kr/cms/resource/35/3393035_image2_1.JPG,Type3,EX,EX01,EX010100,"마포 와우산 자락에 자리 잡고 있는 광흥당은 공민왕 사당 오른쪽에 있는 한옥 문화공간으로 전통문화의 소중함을 일깨우기 위해 다양한 프로그램을 운영하고 있다. 마포구의 향토 사료 발굴‧전시 및 청소년 등을 위한 교육 프로그램을 운영하고 있다. 정월대보름에는 근대 이전의 풍속과 생활 모습이 반영되어 민간에 전해져 오는 정월대보름 놀이, 연날리기, 지신밟기, 석전, 척사대회를 진행하고 있다. 성년의 날에는 전통 성년식이 진행되며, 한국의 전통 국악을 알리기 위한 국악한마당, 마포 국악울림 공연 등 다채로운 행사가 진행된다. 또한 공민왕 사당제를 구민 화합 및 축제의 장으로 발전시켰으며 장구반, 판소리, 국선도 등의 문화강좌가 유료로 열리고 있다.","<a href=""http://www.mapocc.or.kr/page/page5"" target=""_blank"" title=""새창 : 마포문화원 홈페이지로 이동"">http://www.mapocc.or.kr</a>",09:00~18:00,매주 토요일~일요일,,
2761661,12,구강사,서울특별시 강동구 천중로 64 (천호동),,2,127.1288468315,37.5449094647,,http://tong.visitkorea.or.kr/cms/resource/83/3463583_image2_1.jpg,Type3,HS,HS03,HS030100,"서울 강동구 천호동에 있는 구강사는 서울 동부지역 천태법음 요람이자 포교도량으로 대한불교천태종 소속 사찰이다. 5층 단독 건물로 5층에 법당이 있으며, 3층에는 교육시설인 금강유치원이 있다. 정기법회는 매월 넷째 주 일요일 오전 11시에 열리고 있으며, 불교대학도 운영되고 있다.",,09:00~18:00,연중무휴,,
3447964,12,구로거리공원,서울특별시 구로구 공원로 73-1 (구로동),,7,126.8883643588,37.5030794513,,http://tong.visitkorea.or.kr/cms/resource/36/3455136_image2_1.jpg,Type1,NA,NA05,NA050100,"지역 주민들의 휴식과 여가를 위한 공간이며, 구로구의 도시적 특성과 자연을 조화롭게 담아낸 공간이다. 공원에서는 종종 지역 축제, 공연, 전시 등 다양한 문화 행사가 열린다. 문화 행사로 지역 사회의 유대감을 강화시킨다는 장점이 있다.",https://www.guro.go.kr/www/index.do,,연중개방,,
2553960,12,구로공단 노동자생활체험관,서울특별시 금천구 벚꽃로44길 17 (가산동),,8,126.8836486898,37.4828567166,,http://tong.visitkorea.or.kr/cms/resource/88/3400288_image2_1.JPG,Type3,EX,EX06,EX061000,"금천 순이의 집, 구로공단 노동자생활체험관은 구로공단 역사기념사업의 일환으로 구로공단의 역사와 노동자의 삶을 다룬 금천구의 근현대사 체험관이다. 대한민국 산업화와 민주화에 크게 기여한 구로공단 노동자들의 공로를 기념하고 후대에 전할 목적으로 설립되었다. 1960년대 후반부터 80년대까지 구로공단에서 일을 했던 여공들이 기거했던 쪽방을 재현한 뒤 관람객으로 하여금 당시 여공들의 퇴근 후 생활상을 직접 체험할 수 있도록 조성하였다. 체험프로그램으로는 순이의 하루 AR체험, 역사도보투어, 옛날 과자 먹기, 키링만들기, 순이네컷 사진촬영 등 다양한 체험이 준비되어 있다.","<a href=""https://gchistory.kr/"" target=""_blank"" title=""새창 : 구로공단 노동자생활체험관 홈페이지로 이동"">https://gchistory.kr/</a>",10:00~17:00 (입장마감 16:30),매주 일요일 / 1월 1일 / 설·추석 연휴,,
2591829,12,구로근린공원(이씨레물리노공원),서울특별시 구로구 가마산로25길 21 (구로동),,7,126.8899921540,37.4971718329,,http://tong.visitkorea.or.kr/cms/resource/77/3399877_image2_1.JPG,Type3,VE,VE03,VE030400,"구로근린공원은 2008년 8월 지역 주민들을 위한 휴식 공간으로 건립되었다. 이곳은 구로구민회관 등의 다양한 문화 예술 공간을 끼고 있어 가족들의 문화 나들이 공간으로 적합하다. 공원 입구에는 구로구와 자매도시인 프랑스 이씨레물리노시와의 우정을 다지는 조형물이 있다. 또한 구로근린공원을 중심으로 대공연장, 야외무대, 분수대, 실내 쉼터, 야외 벤치들이 모여 있으며, 인근 영림중학교의 담장 개방으로 생긴 학교 공원까지 이어진다.
구로근린공원은 구로거리공원, 구로도서관과 10분 내외의 거리에 있는 아트밸리길의 시작점이며, 한국문화예술교육진흥원과 맞닿아 있다. 가장 대표적인 문화 공간으로는 구로근린공원 좌측에 있는 구로아트밸리예술극장을 꼽을 수 있다.
구로근린공원에서 영림중학교 정문까지 이어지는 150m의 길은 ‘서울시 걷고 싶은 거리’로 지정되었는데, 양쪽으로 은행나무가 길게 늘어서 있어 좋은 산책 코스가 되고 있다.",,상시 개방,연중무휴,,
2591803,12,구로기계공구단지,서울특별시 구로구 구로중앙로 197 (구로동),,7,126.8785568966,37.5038652961,,http://tong.visitkorea.or.kr/cms/resource/47/3392947_image2_1.JPG,Type3,VE,VE05,VE050100,"서울시 구로구에 위치한 구로기계공구단지는 기계공구 및 산업용품 유통업체가 밀집된 지역이다. 이곳은 5만여 종의 산업용품을 블록별·동별·품목별로 나누어 배치한 국내 최초의 집단 산업용품 유통 상가 단지로 약 1,700여 개 업체가 입주해 있다. 지상 33개 동의 건물과 상가들이 줄을 지어 있으며, 상가는 4개의 블록, 1동~32동으로 이루어져 있다. A블록은 고무 제품, B블록은 전기 자재, C블록은 기계 공구, D블록은 철강 및 비철금속을 취급한다. 블록 안의 각 동은 서로 다리로 연결되어 있어 건물 간 접근성이 좋다. 단지 주변에도 기계와 공구 관련 상가들이 입주해 있으며 구로역과 서부간선도로가 인접하여 있어 교통 입지가 뛰어나다. 구로기계공구상업단지는 수도권 지하철 1호선 구로역 바로 앞에 위치해 있다.","<a href=""http://www.koreatools.co.kr/main.php"" target=""_blank"" title=""새창 : 서울구로기계공구상업단지조합 홈페이지로 이동"">http://www.koreatools.co.kr</a>",업체 별로 상이함,업체 별로 상이함,,
2733981,12,구로리어린이공원,서울특별시 구로구 구로중앙로 13 (구로동),,7,126.8918449243,37.4914308667,,http://tong.visitkorea.or.kr/cms/resource/43/3468043_image2_1.jpg,Type3,VE,VE03,VE030100,"구로리공원은 서울시 구로구 구로동에 위치한 어린이 공원이다. 기존의 단조롭고 노후된 어린이 공원을 창의력을 키울 수 있는 공원으로 새롭게 단장하여 조성되었다. 어린이가 이용할 수 있는 다양한 시설과 조경을 갖추고 있다. 어린이전용 공원으로 운영되고 있어, 어린이 및 보호자 외 출입을 금지한다.",,"- 동절기(11월~2월) 09:00~18:00<br>
- 하절기(3월~10월) 09:00~20:00",연중무휴,,
2357761,12,구룡산(서울),서울특별시 서초구 염곡동,,15,127.0615995465,37.4690781677,,http://tong.visitkorea.or.kr/cms/resource/90/3530390_image2_1.jpg,Type3,NA,NA01,NA010100,"구룡산(306m)은 대모산과 하나의 줄기를 가진 산으로 서초구 염곡동과 강남구 개포동 일대에 위치해 있다. 높거나 험하지 않아 부담 없이 등산하기에 좋다.
구룡산은 옛날 임신한 여인이 용 10마리가 하늘로 승천하는 것을 보고 놀라 소리를 지르는 바람에 1마리가 떨어져 죽고 9마리만 하늘로 올라가 구룡산이라 불리게 되었고, 하늘에 오르지 못한 1마리는 좋은 재목, 좋은 재산인 물이 되어 양재천이 되었다는 전설이 있다. 
정상보다 낮은 이 산의 주봉(主峰)은 국수봉(國守峰)이라고 하는데, 조선시대 전부터 정상에 봉수대(烽燧臺)가 있어 국가를 지킨다고 해서 붙여진 것으로 이곳에는 바위굴이 있어 봉수군(烽燧軍)이 기거했다고 한다.","<a href=""https://www.seocho.go.kr/site/seocho/04/10405010800002015070703.jsp"" target=""_blank"" title=""새창 : 서초구청 홈페이지로 이동"">https://www.seocho.go.kr</a>",상시 개방,연중무휴,,
126524,12,국립4·19민주묘지,서울특별시 강북구 4.19로8길 17,,3,127.0091159038,37.6484480504,,http://tong.visitkorea.or.kr/cms/resource/37/3393837_image2_1.JPG,Type3,HS,HS01,HS010800,"삼각산(북한산) 기슭의 국립 4·19 묘지는 1960년 3·15 부정선거를 자행한 권력에 맞서다 1960년 4·19 혁명 때에 희생된 224분이 안장되어 있으며, 이를 기리는 기념탑이 세워져 있다. 기념탑 중앙에는 의롭게 죽어간 이들을 기리는 탑문이 새겨져 있다. 135,901㎡의 묘지 경내에는 소나무와 향나무, 주목과 단풍나무 등으로 아담하게 꾸며져 있으며, 1,652.9㎡ 규모의 기념관과 영정을 모신 유영봉 안소는 한식 목조건물이 330.58㎡ 규모로 확장되어 있다. 그 외에 상징문, 민주의 뿌리, 정의의 불꽃 등 조각 작품과 연못이 있으며, 보도블록을 예쁘게 깔아 놓은 산책로와 야외 의자도 있다. 벚꽃이 피는 5월, 공원에서 바라보는 삼각산(북한산)은 어머니 품과 같은 아늑함과 화려함을 동시에 느낄 수 있으며, 일몰의 풍경은 장관이다.","<a href=""https://www.mpva.go.kr/419/index.do""target=""_blank"" title=""새창: 국립4.19민주묘지 공식 홈페이지로 이동""> www.mpva.go.kr/419</a>","[출입문 개방시간]<br>
- 하절기(3월~10월) 06:00~18:00<br>
- 동절기(11월~2월) 07:00~17:00<br>
[기념관 / 봉안소]<br>
- 하절기(3월~10월) 09:30~17:30<br>
- 동절기(11월~2월) 09:30~16:30","- 묘지 : 연중무휴 <br> - 기념관 : 매주 월요일<br> ※ 단, 월요일이 휴일일 경우 익일 휴무",,
